filepath,description
COCO_val2014_000000083639,this is a computer desk that holds a desktop and a laptop.
COCO_val2014_000000083656,a bull standing on the sand of the beach.
COCO_val2014_000000083682,"in the midst of a snowstorm, snowboarders are gliding down the snowy slope."
COCO_val2014_000000083736,a man is getting off a small blue three-story bus.
COCO_val2014_000000083766,some pieces of luggage are stacked.
COCO_val2014_000000083768,"a laptop that is connected to a printer, with a monitor placed on top of it."
COCO_val2014_000000083836,a man with a ponytail is standing in the kitchen holding a drink.
COCO_val2014_000000083850,a group of several people are opening a large pizza with many toppings.
COCO_val2014_000000083915,a stone building with a clock on the upper part.
COCO_val2014_000000083923,print of flowers in a blue vase
COCO_val2014_000000083925,a young boy is preparing to hit a ball inside the batting cage.
COCO_val2014_000000083935,a large number of people doing different things on the street.
COCO_val2014_000000083958,the giraffe is sitting and resting.
COCO_val2014_000000084000,a person performing skateboarding tricks in the air.
COCO_val2014_000000084004,a young female surfer is riding a wave at the beach.
COCO_val2014_000000084018,do not turn is posted on the side of the building.
COCO_val2014_000000084031,"a baseball game featuring a batter, a catcher, and an umpire."
COCO_val2014_000000084060,a woman is combing a little girl's hair outside.
COCO_val2014_000000084064,a restroom stall with white tiled walls and a motion-sensor-equipped toilet.
COCO_val2014_000000084073,"inside the building, there is a refrigerator and a countertop."
COCO_val2014_000000084097,a man taking a selfie in the mirror.
COCO_val2014_000000084123,"on the roadside, a street sign stands on the grassy median strip between the road where cars are driving and the sidewalk."
COCO_val2014_000000084124,a cat climbing the wall between two windows.
COCO_val2014_000000084130,a person is skating at high speed on an open road during a race.
COCO_val2014_000000084158,"a bear standing next to the bushes, observing its surroundings."
COCO_val2014_000000084163,a brown horse standing on a field of soil and grass.
COCO_val2014_000000084170,"amidst the rain, a bus and several cars are driving."
COCO_val2014_000000084200,a black beanie is placed on top of a yellow fire hydrant.
COCO_val2014_000000084235,a bun with a hot dog and ketchup on top of lettuce.
COCO_val2014_000000084241,two women are talking while cooking in the kitchen.
COCO_val2014_000000084244,the dish served on the plate includes vegetables and meat.
COCO_val2014_000000084258,"a young man is wearing a white shirt, a red tie, and a hat."
COCO_val2014_000000084270,a busy airport with many people walking around.
COCO_val2014_000000084312,the cat is sticking its head into the shoe.
COCO_val2014_000000084362,a boy playing in the living room with a large window.
COCO_val2014_000000084410,there is a plate near the mixer next to the counter.
COCO_val2014_000000084431,there is a ham pizza with parmesan cheese on a plate in front of the tv.
COCO_val2014_000000084442,a plate with various meats and some pieces of bread arranged on it.
COCO_val2014_000000084454,there is an italian flag hanging above the bed in the small room.
COCO_val2014_000000084463,a man is holding three used wine glasses.
COCO_val2014_000000084474,several single-engine planes are refueling with water at the pier.
COCO_val2014_000000084477,"there are chairs and umbrellas on the beach, and there are people nearby."
COCO_val2014_000000084492,a man is performing a trick on a rail with a skateboard.
COCO_val2014_000000084498,a person wearing a wetsuit and carrying a surfboard is walking along a dirt path.
COCO_val2014_000000084521,a man is walking beside the train.
COCO_val2014_000000084530,nine men are posing together near a coach and a dog.
COCO_val2014_000000084533,a woman wearing black leather is sitting on a motorcycle.
COCO_val2014_000000084540,"some people are riding bicycles on the wide, empty streets."
COCO_val2014_000000084567,a statue of a man riding a horse is sitting on a rock.
COCO_val2014_000000084592,highway signs during the daytime.
COCO_val2014_000000084650,there is a cat sitting on a suitcase.
COCO_val2014_000000084664,"a plate with eggs, potatoes, bread, and a few other foods."
COCO_val2014_000000084667,"at night, a bright red umbrella is protecting a pedestrian from the rain."
COCO_val2014_000000084674,a young mother at home with two children.
COCO_val2014_000000084680,a person using a microwave placed on the table.
COCO_val2014_000000084693,the train on the tracks is near a sign that says bologna centrale.
COCO_val2014_000000084701,"next to the sofa and beside the cluttered coffee table, there are four luggage bags."
COCO_val2014_000000084735,"during the game, the baseball player just finished swinging the bat."
COCO_val2014_000000084749,a cat is sleeping on the concrete porch of the building.
COCO_val2014_000000084752,the red and silver airplane placed on the stand outside.
COCO_val2014_000000084767,two people are skiing on the other side of the fence.
COCO_val2014_000000084783,a cat standing next to a golden birdcage.
COCO_val2014_000000084825,an image of a man wearing skis and jumping in the air.
COCO_val2014_000000084859,a black and white dog sitting on a grassy field.
COCO_val2014_000000084866,a group photo of boys and girls holding tennis equipment.
COCO_val2014_000000084870,a commercial passenger plane is flying in the sky.
COCO_val2014_000000084929,a blindfolded brown teddy bear is sitting in the corner.
COCO_val2014_000000084936,a person on all fours is shown on tv.
COCO_val2014_000000084968,does this sign mean that there is a restroom around here?
COCO_val2014_000000084980,a dog is watching the sheep that have been sheared on the lawn.
COCO_val2014_000000084982,there is a very red stop sign on the road.
COCO_val2014_000000084984,two surfers are riding the waves in the sea.
COCO_val2014_000000085004,a black and white clock and several lights attached to a black clock post.
COCO_val2014_000000085007,"outside, two girls are playing with a pink flying disc toy."
COCO_val2014_000000085029,a group of women standing inside the farmers' market.
COCO_val2014_000000085045,the sandwich being held up in front of the bus stopped at the street corner.
COCO_val2014_000000085089,many people holding wine glasses.
COCO_val2014_000000085097,a train stopped on the tracks at the station.
COCO_val2014_000000085101,a few people on the beach are flying kites.
COCO_val2014_000000085131,"in a trunk full of luggage, a cat is relaxing."
COCO_val2014_000000085144,two people wearing backpacks are skiing on a snow-covered slope.
COCO_val2014_000000085145,"a plane photographed in a blue, cloudless sky."
COCO_val2014_000000085157,a group of people sitting around a table are enjoying food and drinks.
COCO_val2014_000000085160,a man sitting in front of a laptop.
COCO_val2014_000000085162,a horse sticking its head out of the window.
COCO_val2014_000000085183,a woman in a wheelchair entered the hospital room and visited another woman.
COCO_val2014_000000085192,a woman searching for gold while sitting on a rock by the stream.
COCO_val2014_000000085195,a plate with orange cake dessert and a fork.
COCO_val2014_000000085247,a man sitting on the toilet.
COCO_val2014_000000085268,this bathroom has two mirrors and a large sink.
COCO_val2014_000000085285,an adult zebra and a baby zebra are standing next to a wooden enclosure.
COCO_val2014_000000085298,a person holding a tennis racket over someone else's head
COCO_val2014_000000085329,a picture of a young woman with many piercings on her face.
COCO_val2014_000000085338,there are leafy vegetables on top of the breadboard dough.
COCO_val2014_000000085340,a man holding a basket of hot dogs with two women.
COCO_val2014_000000085348,there is wood piled up on the shelf next to the oven.
COCO_val2014_000000085353,a road sign at the intersection on a cloudless day.
COCO_val2014_000000085376,the motorcycle is parked in the parking lot along with other cars.
COCO_val2014_000000085390,a man taking a selfie with his reflection in the microwave and a coffee cup.
COCO_val2014_000000085423,"a large truck with one side open, containing a gigantic box."
COCO_val2014_000000085434,a line of skiers is racing along the snow-covered road.
COCO_val2014_000000085478,a polar bear cooling off underwater.
COCO_val2014_000000085481,"a bowl with soup, a drink, and a plate with bread."
COCO_val2014_000000085527,a man wearing a suit holding a beer.
COCO_val2014_000000085529,there is a stop sign at the side of the road.
COCO_val2014_000000085543,a box containing donuts covered with glaze and chocolate.
